,OBJECTID,TRACT,GEOID,Total Population,Total Pop of 1 Race,Pop of 1 race: White,Pop of 1 race: Black,Pop of 1 race: American Indian Alaskan,Pop of 1 race: Asian,Pop of 1 race: Native Hawaiian Pacific Islander,Pop of 1 race: Other Race,Pop 2 or more races: Black and,Pop 2 or more races: American Indian Alaskan and,Pop 2 or more races: Asian and,Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Hispanic Population,Total Non-Minority Population (White Not Hispanic),Not Hispanic Pop of 1 race: Black,Not Hispanic Pop of 1 race: American Indian Alaskan,Not Hispanic Pop of 1 race: Asian,Not Hispanic Pop of 1 race: Native Hawaiian Pacific Islander,Not Hispanic Pop of 1 race: Other Race,Not Hispanic Pop 2 or more races: Black and,Not Hispanic Pop 2 or more races: American Indian Alaskan and,Not Hispanic Pop 2 or more races: Asian and,Not Hispanic Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Pop 18+,18+ Pop 1 race: White,18+ Pop 1 race: Black,18+ Pop 1 race: American Indian Alaskan,18+ Pop 1 race: Asian,18+ Pop 1 race: Native Hawaiian Pacific Islander,18+ Pop 1 race: Other race,18+ Pop 2 or more races: Black and,18+ Pop 2 or more races: American Indian Alaskan and,18+ Pop 2 or more races: Asian and,18+ Pop 2 or more races: Native Hawaiian Pacific Islander,Hispanic 18+ Pop,Non-Minority 18+ Pop (White Non-Hispanic),Not Hispanic 18+ Pop 1 race: Black,Not Hispanic 18+ Pop 1 race: American Indian Alaskan,Not Hispanic 18+ Pop 1 race: Asian,Not Hispanic 18+ Pop 1 race: Native Hawaiian Pacific Islander,Not Hispanic 18+ Pop 1 race: Other race,Not Hispanic 18+ Pop 2 or more races: Black and,Not Hispanic 18+ Pop 2 or more races: American Indian Alaskan and,Not Hispanic 18+ Pop 2 or more races: Asian and,Not Hispanic 18+ Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Housing Units,Occupied Housing Units,Vacant Housing Units,ACRES,SQ_MILES,Shape_Length,Shape_Area,FAGI_TOTAL_2010,FAGI_MEDIAN_2010,FAGI_TOTAL_2013,FAGI_MEDIAN_2013,FAGI_TOTAL_2011,FAGI_MEDIAN_2011,FAGI_TOTAL_2012,FAGI_MEDIAN_2012,FAGI_TOTAL_2014,FAGI_MEDIAN_2014,FAGI_TOTAL_2015,FAGI_MEDIAN_2015,NEIGHBORHOODCLUSTER,POPDENSITY,INCOME_LEVEL_2010,INCOME_LEVEL_2015
48,49,73.04,11001007304,3546,3513,41,3443,10,7,1,11,32,13,8,2,38,40,3420,9,7,1,3,27,13,8,2,2429,39,2347,6,7,1,10,18,9,4,2,24,38,2333,5,7,1,3,17,9,4,2,1376,1198,178,308.98569001,0.48279014,5527.038452858521,1250420.73146695,36698222.0,22766.0,39995849.95,20922.0,37593142.0,22045.0,38956385.0,21596.0,42476757.47,22262.0,46570052.0,23679.0,38,7344.806171890752,LOW_INCOME,LOW_INCOME
49,50,74.01,11001007401,2414,2393,17,2349,10,5,0,12,21,10,4,1,31,15,2342,8,5,0,0,13,6,4,1,1468,14,1425,7,4,0,8,10,4,1,1,20,12,1422,5,4,0,0,5,3,1,1,935,771,164,357.73777542,0.55896528,6378.842229191229,1447713.42257725,16271306.0,18377.5,17706306.0,16504.5,16387522.0,17011.5,17334402.0,16731.0,14011455.0,17975.0,15637219.0,17739.0,37,4318.693998310593,LOW_INCOME,LOW_INCOME
50,51,74.03,11001007403,2859,2835,12,2811,4,7,0,1,24,7,8,0,24,12,2792,2,6,0,0,23,7,8,0,1956,11,1918,3,7,0,1,16,4,6,0,12,11,1910,2,6,0,0,15,4,6,0,1180,1092,88,80.58207072,0.12590949,3174.08157678529,326104.07236817,26534651.0,24468.0,27739508.0,22754.0,26480238.0,23187.0,26796677.0,22942.0,27476513.0,23605.0,29354682.0,23579.0,38,22706.7872326383,LOW_INCOME,LOW_INCOME
51,52,74.04,11001007404,3310,3246,41,3165,4,8,0,28,58,34,9,2,64,31,3147,2,8,0,4,52,31,9,2,2100,29,2003,4,7,0,17,37,16,8,2,36,24,1993,2,7,0,2,35,15,8,2,1308,1106,202,199.12405466,0.31113134,4988.2036727504,805826.46422243,35852862.0,26372.0,41892503.0,24785.5,39142259.0,26176.0,39740883.0,25212.0,42407920.0,25068.0,45389701.0,25906.5,38,10638.593977707293,LOW_INCOME,LOW_INCOME
52,53,74.06,11001007406,3063,3028,20,2984,5,2,0,17,35,13,4,3,71,11,2950,5,2,0,4,20,11,2,1,1830,14,1779,3,2,0,11,21,10,3,2,35,10,1764,3,2,0,3,13,9,2,1,1066,985,81,91.35431258,0.14274111,2600.35754692804,369697.78876543604,18379045.0,19594.5,22222673.0,18214.5,20073849.0,18103.0,21564321.0,18133.0,23059323.0,21164.0,25139415.0,20219.0,37,21458.429179932817,LOW_INCOME,LOW_INCOME
53,54,74.07,11001007407,2587,2551,32,2499,3,11,0,6,35,14,1,1,36,32,2469,3,11,0,3,33,14,1,1,1850,30,1778,3,7,0,5,26,11,1,1,22,30,1762,3,7,0,2,24,11,1,1,1203,1090,113,150.88896192,0.23576399999999997,4692.19311064361,610625.9682535661,39030200.0,30728.0,43791436.0,29333.5,39577235.0,30210.0,44108527.0,29089.0,50949995.0,30110.0,56092745.0,32550.0,37,10972.837244023685,MID_INCOME,MID_INCOME
54,55,74.08,11001007408,3038,3010,32,2964,7,4,0,3,28,15,0,1,32,26,2939,7,4,0,2,28,15,0,1,2027,27,1970,6,3,0,3,18,12,0,1,20,24,1954,6,3,0,2,18,12,0,1,1239,1053,186,94.49100834,0.1476422,3911.2118683708204,382391.546224026,21984988.0,20813.0,22774343.0,18636.0,22572738.0,19635.0,22553935.0,19045.0,23518853.0,20030.0,24612841.0,19793.5,36,20576.772765510133,LOW_INCOME,LOW_INCOME
55,56,74.09,11001007409,3499,3455,20,3417,3,6,0,9,44,26,6,0,34,12,3399,3,6,0,4,41,25,6,0,2291,16,2229,2,4,0,9,31,21,5,0,23,10,2219,2,4,0,4,29,20,5,0,1507,1417,90,98.28496087,0.15357025,3046.2108085046602,397745.127479349,39191696.0,24851.0,40482342.0,21349.5,41624746.0,23520.0,41342314.0,21925.5,41640347.0,21652.0,44912587.0,23194.0,38,22784.36090323484,LOW_INCOME,LOW_INCOME
56,57,75.02,11001007502,4541,4454,43,4380,4,8,0,19,86,35,22,3,57,34,4357,4,8,0,10,70,30,19,1,3251,41,3121,4,8,0,16,60,24,15,1,41,32,3107,4,8,0,8,50,20,12,1,1898,1677,221,152.14981182,0.23773408,4792.90747871897,615728.446798271,45577412.0,25027.0,50022193.2,24720.0,47562189.0,24670.5,46735112.0,24116.5,46799965.0,23785.0,49214213.0,23715.0,36,19101.173883020896,LOW_INCOME,LOW_INCOME
57,58,46.0,11001004600,3028,2929,816,1964,3,97,0,49,60,20,42,7,221,697,1929,3,96,0,7,45,14,36,5,2537,757,1560,3,94,0,39,53,16,35,6,167,668,1533,3,93,0,6,42,11,33,5,1465,1268,197,107.9646249,0.16869473,2900.63183184371,436917.33824807295,60318054.0,36871.0,93634428.0,41045.0,76955521.0,38515.0,84837124.0,39885.0,95317975.0,42801.0,109132266.0,46092.5,21,17949.582657383547,MID_INCOME,MID_INCOME
58,59,47.01,11001004701,3986,3919,595,2754,19,530,1,20,45,27,23,4,108,549,2725,13,527,1,3,39,24,23,4,3066,580,1923,17,469,1,20,36,20,21,4,98,536,1900,12,466,1,3,31,18,21,4,2138,2002,136,79.37474624,0.12402304,2917.41257232392,321218.203506362,62945849.0,27406.0,104928195.0,36630.0,78637972.0,29027.0,96427153.0,32836.0,106712117.0,36532.5,145902602.0,45305.0,8,32139.18962154129,LOW_INCOME,MID_INCOME
59,60,47.02,11001004702,1802,1742,703,853,0,158,1,27,35,14,21,1,95,659,844,0,158,1,5,24,8,16,1,1647,693,724,0,157,1,21,31,11,17,1,84,649,716,0,157,1,4,22,8,14,1,988,922,66,80.18629840000001,0.12529109,2950.75809494102,324502.438578914,68048639.0,59074.0,106167879.0,69010.0,92778875.0,68605.0,108357349.0,67405.5,104919301.0,61331.0,138666390.0,69195.0,8,14382.50716790795,MID_INCOME,MID_HIGH_INCOME
60,61,48.01,11001004801,2143,2045,847,961,9,123,5,100,50,24,50,2,191,776,952,6,123,0,10,48,19,48,2,1934,816,829,9,113,3,80,43,22,41,2,166,752,820,6,113,0,5,41,17,39,2,1208,1078,130,78.44606933,0.12257198,2458.9727014110604,317459.981364852,63801222.0,47244.0,99227482.0,52484.0,76691024.0,48478.0,90035901.0,53570.0,109555605.0,60609.0,122287899.0,63711.0,7,17483.60432784067,MID_INCOME,MID_INCOME
61,62,48.02,11001004802,2922,2845,866,1464,16,369,1,129,48,31,20,1,223,793,1457,9,368,0,6,45,30,18,1,2492,830,1176,13,303,1,106,36,26,19,0,186,767,1171,9,302,0,4,33,24,17,0,1561,1382,179,71.19059179999999,0.11123530000000001,2192.31760125676,288098.105370579,73241336.7,33975.5,115913258.0,41981.0,87920491.0,37146.5,108590991.38,40512.0,102577469.0,40676.0,119531192.0,45675.0,7,26268.63954158437,MID_INCOME,MID_INCOME
62,63,49.01,11001004901,2087,2036,793,1075,14,94,1,59,30,13,21,0,178,686,1060,12,94,1,16,24,11,21,0,1696,730,794,14,80,1,38,23,12,16,0,128,652,786,12,80,1,5,19,11,16,0,1094,971,123,67.17793143,0.10496552,2112.98851021367,271859.444849674,52574029.0,35398.0,77147230.0,44409.0,57630673.0,39410.0,66056089.0,43123.0,107168062.0,52044.0,136442151.0,59090.0,7,19882.719582582926,MID_INCOME,MID_INCOME
63,64,49.02,11001004902,2690,2615,1330,812,11,166,6,290,21,9,26,6,468,1193,805,4,166,1,11,16,8,22,6,2354,1281,615,8,162,4,220,18,9,23,5,375,1162,610,3,162,1,5,14,8,20,5,1530,1417,113,65.20095982,0.1018765,2052.2824359682,263858.924567305,98407326.0,44608.5,123680131.0,52213.5,116868349.0,50705.0,126553450.0,51963.0,123848559.0,53770.0,141451695.0,59191.5,7,26404.519197263355,MID_INCOME,MID_INCOME
64,65,50.01,11001005001,1955,1893,1259,484,3,92,0,55,25,8,30,2,169,1161,474,1,92,0,9,23,8,25,0,1802,1195,429,3,87,0,42,22,8,21,0,140,1108,419,1,87,0,8,20,8,18,0,1003,952,51,50.59006122,0.07904697,2114.9270431772,204730.715388826,94309397.0,67622.0,124100006.0,74090.0,114164264.0,69871.0,126820603.0,72566.5,122794751.0,70213.0,147289866.0,78133.0,7,24732.130782495522,MID_HIGH_INCOME,MID_HIGH_INCOME
65,66,50.02,11001005002,6021,5799,3225,1152,33,328,5,1056,75,39,79,4,1676,2737,1120,15,326,4,15,50,27,73,4,5480,3128,1037,27,305,5,790,61,37,63,3,1340,2693,1008,15,303,4,8,42,27,58,3,3853,3475,378,57.69594676,0.09014992,2245.1408510690303,233487.214065982,192352559.0,39733.0,266261760.0,53208.0,250076730.0,48270.5,278673551.0,51141.0,219968978.0,53829.0,259592000.0,59810.5,7,66788.74479311796,MID_INCOME,MID_INCOME
66,67,52.01,11001005201,6077,5878,4398,775,20,442,19,224,65,47,99,8,612,4079,757,9,438,3,18,58,32,91,8,5811,4305,672,20,429,15,197,56,45,82,7,562,3999,656,9,425,3,16,49,32,78,7,4548,4200,348,83.93588152,0.13114982,2661.8420574021898,339676.463215864,268298733.0,66130.0,401961716.0,75149.0,360312493.0,70538.0,397149782.0,73528.0,376053670.0,76106.5,442277202.0,81647.5,7,46336.319790602836,MID_HIGH_INCOME,MID_HIGH_INCOME
67,68,53.01,11001005301,5051,4902,4121,179,17,455,4,126,37,24,96,4,432,3847,171,7,451,2,16,29,19,92,4,4920,4039,169,16,442,4,116,34,22,84,4,413,3770,163,7,438,2,16,27,17,80,4,3890,3608,282,70.76334226,0.11056772,2322.239748471,286369.087779839,226732166.0,64826.0,288225330.0,72068.0,295640286.0,68569.0,343695487.0,71067.0,263936773.0,70086.5,326386690.0,76569.5,6,45682.41074338876,MID_INCOME,MID_HIGH_INCOME
68,69,55.0,11001005500,6671,6454,5135,628,18,590,1,82,63,37,121,10,493,4752,613,13,586,1,24,58,30,117,10,6476,5000,611,17,574,1,76,57,36,108,10,474,4628,597,13,570,1,18,53,30,106,10,4983,4185,798,157.5255182,0.24613362,3987.96639750257,637483.158809735,333923999.0,73032.0,409244354.0,78901.5,425105796.0,75480.0,505477215.0,77201.5,444403949.0,80908.0,536412412.0,81726.0,5,27103.164533150735,MID_HIGH_INCOME,MID_HIGH_INCOME
69,70,56.0,11001005600,6756,6523,5107,517,13,797,0,89,105,47,130,7,428,4810,495,11,794,0,17,96,42,119,7,6629,5031,506,13,785,0,85,98,47,110,7,414,4742,484,11,782,0,17,89,42,100,7,4059,3347,712,117.38224028,0.18340975,4364.53969862304,475029.075783795,167255800.0,63663.0,192250360.0,61943.5,208921431.0,59263.0,248986836.82,64756.0,203331811.0,67936.0,233194623.0,67328.0,5,36835.55536169696,MID_INCOME,MID_HIGH_INCOME
70,71,58.0,11001005800,2830,2737,1806,265,7,602,4,53,29,17,46,6,180,1698,262,7,600,4,1,21,16,46,6,2710,1759,254,7,563,4,42,24,17,39,6,161,1656,251,7,561,4,1,19,16,39,6,2306,1810,496,225.04199863,0.35162813,4111.14401578688,910712.662854341,119511652.0,83192.0,175823623.0,89328.0,167620188.0,88884.5,151839744.0,87076.0,159463208.0,88725.0,171281204.0,100633.5,8,8048.275318587282,MID_HIGH_INCOME,HIGH_INCOME
71,72,59.0,11001005900,2998,2922,1712,826,9,280,1,94,37,15,29,2,223,1617,806,9,278,1,7,25,13,25,1,2885,1695,752,7,278,1,83,31,14,27,2,207,1603,732,7,276,1,7,21,12,23,1,1868,1523,345,159.09289484,0.24858265,3377.3719827582695,643826.10708364,55624517.13,46136.0,89285287.0,47249.0,91864708.0,49222.0,90357257.0,49116.0,56008018.0,51855.0,73843853.0,52042.0,8,12060.375090538299,MID_INCOME,MID_INCOME
73,74,64.0,11001006400,2139,2095,142,1860,24,38,0,31,37,22,7,3,65,133,1839,24,38,0,3,32,17,7,3,1565,136,1330,13,26,0,22,31,18,7,3,49,127,1318,13,26,0,1,26,13,7,3,1055,977,78,226.47514923,0.35386742,4676.88679669614,916512.4176091709,22543116.0,21222.0,36959590.0,25016.0,25389209.0,21449.0,28899876.26,20823.0,39572111.0,26737.0,50187446.0,28943.5,9,6044.636717333288,LOW_INCOME,LOW_INCOME
74,75,66.0,11001006600,1909,1876,1718,58,11,70,1,18,15,8,14,1,78,1659,56,10,70,1,4,14,8,13,1,1680,1525,50,10,58,1,15,10,7,9,0,60,1482,48,10,58,1,2,9,7,8,0,1143,1016,127,73.19528589,0.11436764,2663.2382441005702,296210.81455095,106170076.0,88338.0,117490965.0,80400.0,123630521.0,81172.0,136743813.0,87030.0,133316015.0,92949.0,138452048.0,90957.0,26,16691.78449428527,MID_HIGH_INCOME,MID_HIGH_INCOME
75,76,67.0,11001006700,3775,3679,3077,452,11,114,2,23,33,23,48,4,147,2965,447,10,113,2,10,28,17,45,4,3283,2703,389,9,98,2,20,23,22,25,3,121,2609,386,9,97,2,8,18,17,24,3,2008,1866,142,105.82744028,0.16535538,3020.4440366033195,428268.458887597,217100355.0,85648.0,233122093.0,83000.0,249708355.0,86231.0,255796748.0,88571.0,284608649.0,99852.5,302416019.0,101467.5,26,22829.617034534953,MID_HIGH_INCOME,HIGH_INCOME
76,77,68.01,11001006801,1949,1893,647,1192,3,31,0,20,30,12,25,1,74,607,1183,2,31,0,3,24,11,25,1,1687,574,1016,3,30,0,18,25,11,19,1,61,539,1011,2,30,0,3,21,10,18,1,977,880,97,60.43495636,0.09442962,2060.75624696115,244571.592741545,52747534.0,48014.0,76178458.0,51207.5,59126678.0,48635.5,64998901.0,48317.0,79312724.0,58579.0,90648226.0,61861.0,26,20639.710294291133,MID_INCOME,MID_INCOME
77,78,68.02,11001006802,2084,2029,937,1022,6,38,0,26,37,14,24,0,94,894,1009,5,36,0,8,22,8,21,0,1754,804,856,6,31,0,18,26,11,16,0,71,766,850,5,31,0,3,17,8,14,0,1004,921,83,69.83554626,0.10911804,2545.70931049687,282614.430575733,73798559.0,58385.0,96128685.0,63716.0,84563148.0,61279.5,90361240.0,60771.5,106607317.0,69016.5,117623354.0,70190.0,26,19098.583515613,MID_INCOME,MID_HIGH_INCOME
78,79,68.04,11001006804,3670,3567,187,3225,29,21,1,104,75,41,25,11,315,91,3138,24,21,0,8,64,33,19,5,3396,186,2965,25,20,1,101,70,36,21,11,296,91,2894,20,20,0,7,59,28,15,5,13,12,1,499.91708383,0.78112045,6734.28725493454,2023092.67337275,1427126.0,31692.0,1403283.0,15698.0,1213118.0,15245.0,1517968.0,16825.5,1893345.0,26956.0,1977861.0,21076.0,26,4698.379104016544,MID_INCOME,LOW_INCOME
79,80,69.0,11001006900,2179,2121,1404,636,7,61,2,11,11,13,35,2,87,1340,630,6,61,2,6,9,6,32,2,1888,1234,548,6,52,2,7,9,10,23,1,68,1180,545,5,52,2,2,7,6,22,1,1190,1114,76,101.3774853,0.15840232,2860.13228007083,410260.129910805,96831762.0,74417.0,117789037.0,79464.5,111579539.0,75970.0,124386107.0,78466.0,124366685.0,83717.0,136440279.0,86964.5,26,13756.111652910133,MID_HIGH_INCOME,MID_HIGH_INCOME
80,81,70.0,11001007000,2812,2748,2209,433,8,65,4,29,23,11,31,3,162,2093,423,7,64,4,9,20,9,27,2,2596,2074,378,8,61,4,24,18,11,19,3,144,1968,371,7,60,4,5,16,9,18,2,1268,1195,73,103.8770495,0.16230789,2909.00806375089,420375.507392908,105497762.0,75046.5,113568529.0,74503.0,116461048.0,73158.5,119493354.0,77934.0,126183172.0,81669.0,147508156.0,83749.0,26,17325.09738127949,MID_HIGH_INCOME,MID_HIGH_INCOME
81,82,71.0,11001007100,2911,2807,977,1703,15,72,0,40,44,31,39,2,158,898,1691,15,71,0,7,36,21,32,2,2289,895,1209,12,70,0,31,32,26,24,2,119,830,1201,12,69,0,6,29,17,20,2,1461,1342,119,180.70823247,0.28235662,3852.7780521237,731300.275476049,73551776.0,42529.0,90074658.0,44333.0,88319005.0,43479.0,89640055.0,41845.0,90963474.0,44853.0,100613150.0,49413.5,27,10309.657340422902,MID_INCOME,MID_INCOME
82,83,6.0,11001000600,4539,4395,3878,225,10,207,2,73,51,23,65,9,332,3647,217,6,204,2,13,41,24,61,4,3812,3273,207,9,177,2,59,23,19,37,8,272,3087,199,6,176,2,4,18,18,36,3,2234,2108,126,356.51306782,0.55705167,5202.37043243072,1442757.20675772,882856096.0,87171.0,413850238.0,81528.5,838428665.0,84947.0,887637225.0,91538.0,883701442.0,98902.5,1101811669.0,103485.0,15,8148.256695828593,MID_HIGH_INCOME,HIGH_INCOME
83,84,7.01,11001000701,4620,4502,3848,235,18,288,4,109,37,13,60,13,407,3583,215,8,285,4,27,30,10,55,9,4255,3586,212,15,266,3,84,27,12,46,7,354,3342,198,7,263,3,17,20,9,42,7,3275,2974,301,135.86157427,0.21228371,3198.4653896026803,549812.287648554,268583555.0,68493.0,265927884.0,68775.0,291704733.0,68526.5,312019324.0,70192.5,302248205.0,72115.0,322343565.0,73385.0,14,21763.32795389717,MID_HIGH_INCOME,MID_HIGH_INCOME
84,85,7.02,11001000702,3364,3259,2751,192,7,224,1,84,31,18,54,3,357,2511,180,3,217,1,16,25,9,49,2,3205,2642,183,7,211,1,69,26,15,48,2,318,2426,172,3,204,1,11,22,8,44,1,2471,2293,178,72.37383693,0.11308412,2738.79661844594,292886.528546715,86235734.0,50407.0,121237434.0,56357.5,113045300.0,52965.0,116865629.0,55189.0,98468564.0,56642.5,117499800.0,58111.0,14,29747.76652990712,MID_INCOME,MID_INCOME
85,86,8.01,11001000801,6709,6526,5719,316,5,374,1,111,58,13,118,5,572,5284,299,3,372,1,27,48,15,97,5,5691,4880,278,5,325,0,86,36,19,73,5,476,4506,266,3,323,0,18,30,15,69,5,3528,3207,321,760.09512032,1.18764863,8440.16793496633,3075995.83756508,556165589.0,97849.5,429046240.0,94346.0,582273934.0,94581.0,932925890.0,99819.5,682255278.0,114495.0,762051697.0,122703.0,13,5648.977172650803,MID_HIGH_INCOME,HIGH_INCOME
86,87,8.02,11001000802,2869,2775,2390,107,4,232,2,40,23,8,62,3,231,2211,98,3,232,2,10,19,6,61,3,2438,2043,89,4,207,2,34,17,8,32,3,187,1898,86,3,207,2,6,14,6,31,3,1423,1336,87,563.0443164,0.87975675,6636.141911837391,2278559.52143544,211883023.0,89712.5,240968712.0,78663.0,288028817.0,83610.0,342246891.0,84441.0,354030099.0,94580.0,379610865.0,94907.0,13,3261.1287154091174,MID_HIGH_INCOME,MID_HIGH_INCOME
87,88,9.01,11001000901,7175,6946,6135,260,16,451,3,81,55,23,152,13,436,5807,249,12,447,3,22,52,22,138,10,6130,5204,233,16,432,3,64,40,22,117,13,382,4919,224,12,428,3,12,38,19,106,10,1661,1558,103,748.36412428,1.16931895,7095.70294690533,3028522.18062107,610398683.0,166298.0,443181730.0,138978.5,674640174.0,153391.0,754404800.1,168203.0,760449847.0,189371.0,946256227.0,197155.0,13,6136.0503906996455,HIGH_INCOME,HIGH_INCOME
88,89,28.02,11001002802,4277,4043,1753,1069,51,181,2,987,65,37,40,9,1843,1125,1034,9,180,1,4,43,18,28,2,3568,1564,854,38,166,2,750,55,32,34,7,1412,1073,834,7,165,1,3,37,17,28,2,2142,1935,207,56.34356824,0.08803683,2102.60697174066,228014.332339413,76017142.0,25506.0,113498858.0,31154.5,98267866.0,28033.5,104928617.0,28800.0,90869593.0,29954.0,111655848.0,34182.0,2,48581.94008121374,LOW_INCOME,MID_INCOME
89,90,29.0,11001002900,3962,3719,1606,1246,29,125,5,708,52,28,48,11,1370,1159,1213,4,125,5,17,31,11,40,3,3364,1460,1038,20,112,5,542,36,25,34,11,1058,1099,1016,3,112,5,16,23,11,30,3,1643,1448,195,74.70801484,0.11673127,2357.39891722113,302332.611458249,95743613.0,29736.0,137466819.0,37310.0,117975868.0,32774.0,132985526.0,35366.0,134545107.59,33953.5,158259296.0,36677.0,2,33941.20530000231,LOW_INCOME,MID_INCOME
90,91,30.0,11001003000,3398,3247,1376,1455,5,125,5,281,74,41,46,9,532,1223,1409,2,124,2,7,61,30,43,3,2854,1328,1058,5,121,4,219,57,36,39,8,420,1195,1034,2,120,2,4,46,25,36,3,1599,1489,110,52.36530139,0.08182078,1881.2235183922896,211914.85747916801,80525394.0,36678.5,108032013.0,42954.0,99841782.0,39491.0,114641347.26,40710.5,96242269.0,40821.0,113004657.0,45303.0,2,41529.79230948422,MID_INCOME,MID_INCOME
91,92,31.0,11001003100,2885,2757,949,1086,18,101,0,603,38,24,20,11,1037,652,1056,1,97,0,6,22,9,16,4,2439,856,919,15,92,0,460,31,18,17,10,789,628,894,1,90,0,5,19,8,15,4,1131,1009,122,72.84079601,0.11381374,2574.2554446549398,294776.24488345,60468985.0,28420.0,96124283.0,35170.0,75002721.0,31472.5,86351514.2,34062.0,92848628.0,36878.0,109392822.0,39963.0,2,25348.433326239872,LOW_INCOME,MID_INCOME
92,93,32.0,11001003200,4913,4803,1114,2917,22,92,1,657,56,32,16,1,1188,723,2836,14,92,1,9,37,19,13,0,3957,973,2313,18,83,1,485,40,24,14,1,876,689,2248,11,83,1,8,30,16,11,0,1840,1669,171,109.92596682,0.17175932,3050.48104975274,444854.607448458,91044809.0,27905.5,119332154.0,31551.0,103489228.0,29164.0,117284066.0,29825.0,120006056.0,32218.0,139048784.0,35833.5,2,28603.979102851597,LOW_INCOME,MID_INCOME
93,94,98.11,11001009811,4365,4293,13,4246,12,4,0,18,65,29,29,2,37,11,4228,10,4,0,12,58,24,26,1,2945,11,2864,9,4,0,14,37,22,15,2,25,9,2853,8,4,0,9,33,18,13,1,1979,1819,160,115.38399582,0.18028749,3543.4043195226295,466942.46731644,36490017.0,20544.0,41515657.0,18977.0,39029707.0,20337.0,39500324.0,18576.0,41258037.0,20195.5,44315187.0,20516.0,39,24211.330470017638,LOW_INCOME,LOW_INCOME
94,95,99.01,11001009901,2249,2212,94,2094,15,3,0,6,30,11,6,4,39,74,2081,15,3,0,1,29,10,6,4,1876,84,1745,10,3,0,6,23,11,6,4,30,68,1737,10,3,0,1,22,10,6,4,1070,1007,63,519.40448163,0.81156951,5944.800739533471,2101955.37479996,70749621.0,53475.0,68391309.0,49969.0,72050910.0,48382.0,71597532.0,51018.5,75281959.0,52425.0,78879964.0,51745.0,34,2771.173599165893,MID_INCOME,MID_INCOME
95,96,99.02,11001009902,2905,2872,27,2813,12,3,0,17,30,12,8,0,44,24,2789,11,3,0,4,27,12,8,0,2273,25,2199,10,3,0,13,20,11,4,0,30,22,2182,10,3,0,3,20,11,4,0,1292,1175,117,319.8713549,0.499799,5340.36144416612,1294473.45459597,54350597.0,38024.0,57137569.0,37244.0,54368604.0,36560.0,59607982.49,40299.5,58509163.0,38499.5,62164914.0,38607.0,34,5812.336559296838,MID_INCOME,MID_INCOME
96,97,99.03,11001009903,1851,1809,17,1774,3,2,0,13,40,23,5,0,30,16,1760,2,2,0,3,37,22,5,0,1358,15,1306,3,0,0,6,26,15,4,0,19,14,1297,2,0,0,2,23,14,4,0,722,644,78,92.86866799,0.14510729,3223.43219916391,375826.167714381,32456553.32,33233.5,35118730.0,33430.0,32138301.0,32154.0,33996201.0,33445.5,36133543.0,33897.0,40012643.0,36360.5,33,12756.078622927904,MID_INCOME,MID_INCOME
97,98,99.04,11001009904,2243,2215,63,2055,8,7,0,82,26,14,4,0,162,22,2024,6,7,0,1,19,14,4,0,1546,46,1417,8,3,0,51,19,11,3,0,98,19,1401,6,3,0,1,16,11,3,0,1137,874,263,104.96612552,0.16400957,2987.9784577654,424782.84169857897,26767870.0,26576.5,35494438.76,27487.0,27871815.0,26508.0,31120583.0,25681.5,34077779.0,28267.0,38243219.0,29601.5,33,13676.031221836629,LOW_INCOME,LOW_INCOME
98,99,99.05,11001009905,2795,2729,24,2676,7,3,2,17,57,25,0,4,52,20,2656,7,3,2,2,49,24,0,4,2012,22,1933,6,3,2,12,31,18,0,3,29,19,1923,6,3,2,0,29,17,0,3,1330,1104,226,106.60637450000002,0.16657246,2908.05456932434,431420.693863826,30819168.68,26468.0,36150350.0,27355.0,31738883.0,25668.0,34320695.0,25986.0,35638365.0,26497.0,40068077.0,28297.0,33,16779.48443578248,LOW_INCOME,LOW_INCOME
99,100,99.06,11001009906,1296,1264,11,1241,3,3,0,6,28,15,3,0,31,8,1227,1,3,0,0,24,12,2,0,1001,11,956,2,3,0,6,19,12,2,0,23,8,948,1,3,0,0,16,10,2,0,756,592,164,61.26893443,0.09573271,2139.29731849347,247946.58228386802,16913306.0,27813.0,21931724.0,26833.0,17588909.0,26361.0,19399569.0,29004.0,22813412.0,28540.0,24288526.0,28732.0,33,13537.69260266423,LOW_INCOME,LOW_INCOME
100,101,99.07,11001009907,2836,2789,13,2763,4,6,1,2,47,22,7,2,30,10,2746,3,6,1,0,40,22,7,2,1893,11,1847,2,4,1,2,26,13,3,0,21,8,1835,1,4,1,0,23,13,3,0,1176,1097,79,115.37489453,0.18027327,3177.05662942758,466905.635699033,27930889.0,23122.0,31452975.28,22424.0,29040909.0,22048.5,30367917.47,21635.5,31646541.0,23380.0,33496320.0,23804.5,33,15731.672255126896,LOW_INCOME,LOW_INCOME
101,102,101.0,11001010100,2621,2540,1672,393,4,388,2,81,25,22,33,2,298,1477,381,4,382,2,14,18,16,30,1,2529,1639,370,4,373,2,67,21,19,32,2,268,1457,360,4,367,2,14,15,14,29,1,2067,1794,273,143.24577956,0.22382153,3436.5832123999,579695.106431479,94655251.0,55985.5,122209400.0,64721.0,108470412.0,59866.0,131214216.0,67512.0,92406308.0,66081.5,116764932.0,71341.0,8,11710.222872661088,MID_INCOME,MID_HIGH_INCOME
